snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,130,draftkings,0.6694048965302708,0.23462228783461864,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-155,draftkings,0.33059510346972737,-0.27724803378517454,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.5,100,draftkings,0.7276415239410835,0.2276415239410835,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.5,-120,draftkings,0.2723584760589145,-0.2730960693956309,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-110,draftkings,0.4906793746278843,-0.033130149181639534,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-110,draftkings,0.5093206253721164,-0.014488898437407416,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,125,williamhill_us,0.6694048965302708,0.22496045208582638,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-148,williamhill_us,0.33059510346972737,-0.26617909007865975,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.5,100,williamhill_us,0.7276415239410835,0.2276415239410835,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.5,-121,williamhill_us,0.2723584760589145,-0.2751528361582801,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-110,williamhill_us,0.4906793746278843,-0.033130149181639534,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-110,williamhill_us,0.5093206253721164,-0.014488898437407416,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,129,betus,0.6694048965302708,0.2327236738228472,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-150,betus,0.33059510346972737,-0.2694048965302726,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.0,100,betus,0.7222880125366702,0.2222880125366702,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.0,-120,betus,0.27771198746332754,-0.2677425579912179,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-110,betus,0.4906793746278843,-0.033130149181639534,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-110,betus,0.5093206253721164,-0.014488898437407416,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,127,mybookieag,0.6694048965302708,0.22887626216903734,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-150,mybookieag,0.33059510346972737,-0.2694048965302726,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.5,-110,mybookieag,0.7276415239410835,0.20383200013155967,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.5,-110,mybookieag,0.2723584760589145,-0.25145104775060934,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-110,mybookieag,0.4906793746278843,-0.033130149181639534,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-110,mybookieag,0.5093206253721164,-0.014488898437407416,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,128,lowvig,0.6694048965302708,0.23080840530220065,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-148,lowvig,0.33059510346972737,-0.26617909007865975,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.5,101,lowvig,0.7276415239410835,0.23012908613013822,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.5,-112,lowvig,0.2723584760589145,-0.2559434107335383,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-107,lowvig,0.4906793746278843,-0.026228837932502136,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-107,lowvig,0.5093206253721164,-0.0075875871882700174,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,128,betonlineag,0.6694048965302708,0.23080840530220065,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-148,betonlineag,0.33059510346972737,-0.26617909007865975,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,home,2.5,100,betonlineag,0.7276415239410835,0.2276415239410835,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,spread,,away,-2.5,-120,betonlineag,0.2723584760589145,-0.2730960693956309,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,over,43.5,-110,betonlineag,0.4906793746278843,-0.033130149181639534,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,total_points,,under,43.5,-110,betonlineag,0.5093206253721164,-0.014488898437407416,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,home,,126,fanduel,0.6694048965302708,0.2269270204240761,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-20,2026-09-20T17:00:00Z,Atlanta Falcons,Carolina Panthers,moneyline,,away,,-148,fanduel,0.33059510346972737,-0.26617909007865975,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
