snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,moneyline,,away,,200,draftkings,0.32319171360945576,-0.01014161972387756,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,moneyline,,home,,-245,draftkings,0.676808286390543,-0.033336641145688906,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,spread,,away,4.5,-105,draftkings,0.45430808439564907,-0.05788703755557045,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,spread,,home,-4.5,-115,draftkings,0.5456919156043517,0.010808194674119198,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,total_points,,over,42.5,-118,draftkings,0.5340040326500487,-0.007280371019676046,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,total_points,,under,42.5,-102,draftkings,0.4659959673499505,-0.03895452769955443,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,moneyline,,away,,205,williamhill_us,0.32319171360945576,-0.004677138849560614,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,moneyline,,home,,-250,williamhill_us,0.676808286390543,-0.03747742789517128,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,spread,,away,4.5,-105,williamhill_us,0.45430808439564907,-0.05788703755557045,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-24,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,spread,,home,-4.5,-115,williamhill_us,0.5456919156043517,0.010808194674119198,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
