snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,home,,-198,draftkings,0.46864767040919697,-0.19578185979214535,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,away,,164,draftkings,0.531352329590802,0.15256445080292325,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,home,-3.5,-118,draftkings,0.36834061474914614,-0.1729437889205786,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,away,3.5,-102,draftkings,0.6316593852508539,0.1267088902013489,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,over,48.5,-105,draftkings,0.4290884327753725,-0.08310668917584701,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,under,48.5,-115,draftkings,0.5709115672246277,0.03602784629439515,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,home,,-205,williamhill_us,0.46864767040919697,-0.2034834771317866,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,away,,172,williamhill_us,0.531352329590802,0.1637052707672726,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,home,-3.5,-118,williamhill_us,0.36834061474914614,-0.1729437889205786,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,away,3.5,-102,williamhill_us,0.6316593852508539,0.1267088902013489,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,over,48.0,-113,williamhill_us,0.4418655886884426,-0.08865084323644001,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,under,48.0,-107,williamhill_us,0.5581344113115573,0.04122619875117084,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,home,,-210,betmgm,0.46864767040919697,-0.20877168442951266,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,away,,170,betmgm,0.531352329590802,0.16098195922043168,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,home,-3.5,-112,betmgm,0.36834061474914614,-0.15996127204330668,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,away,3.5,-105,betmgm,0.6316593852508539,0.11946426329963433,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,over,48.5,-105,betmgm,0.4290884327753725,-0.08310668917584701,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,under,48.5,-112,betmgm,0.5709115672246277,0.042609680432174835,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,home,,-210,fanduel,0.46864767040919697,-0.20877168442951266,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,away,,176,fanduel,0.531352329590802,0.1690334890110919,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,home,-3.5,-120,fanduel,0.36834061474914614,-0.17711393070539927,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,away,3.5,-102,fanduel,0.6316593852508539,0.1267088902013489,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,over,48.5,-105,fanduel,0.4290884327753725,-0.08310668917584701,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,total_points,,under,48.5,-115,fanduel,0.5709115672246277,0.03602784629439515,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,home,,-200,betonlineag,0.46864767040919697,-0.19801899625746966,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,moneyline,,away,,174,betonlineag,0.531352329590802,0.166388825941167,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,home,-3.5,-115,betonlineag,0.36834061474914614,-0.16654310618108636,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
2026-09-10,2026-09-11T00:35:00Z,Los Angeles Rams,San Francisco 49ers,spread,,away,3.5,-105,betonlineag,0.6316593852508539,0.11946426329963433,,,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.
